,time_get_data,city,title,flood,address,followInfo,tag,priceInfo,follower,release_time
82,2022-10-29,cd,金沙锦苑 4室2厅 西北 南必看好房,金沙锦苑    -  金堂,4室2厅 | 170.86平米 | 西北 南 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 7天以前发布,VR看装修随时看房,"66.66万3,902元/平",1人关注 ,7天以前发布
83,2022-10-29,cd,棕榈长滩 3室1厅 南必看好房,棕榈长滩    -  光华大道沿线,3室1厅 | 175.83平米 | 南 | 精装 | 中楼层(共32层) | 2013年建 | 板楼,15人关注 / 4个月以前发布,近地铁VR看装修房本满五年随时看房,"290万16,494元/平",15人关注 ,4个月以前发布
84,2022-10-29,cd,源上湾万融城C区 4室2厅 南 东南必看好房,源上湾万融城C区    -  新都城区,4室2厅 | 118.4平米 | 南 东南 | 简装 | 高楼层(共31层)  | 暂无数据,7人关注 / 4个月以前发布,近地铁VR看装修房本满两年随时看房,"132万11,149元/平",7人关注 ,4个月以前发布
85,2022-10-29,cd,新筑巴伦西亚一期 3室1厅 东必看好房,新筑巴伦西亚一期    -  新津,3室1厅 | 86.51平米 | 东 | 毛坯 | 低楼层(共15层)  | 平房,0人关注 / 14天以前发布,VR看装修房本满五年随时看房,"106万12,253元/平",0人关注 ,14天以前发布
86,2022-10-29,cd,蓝光幸福满庭 3室1厅 东南必看好房,蓝光幸福满庭    -  犀浦,3室1厅 | 73.07平米 | 东南 | 精装 | 低楼层(共26层) | 2015年建 | 板塔结合,0人关注 / 14天以前发布,VR看装修房本满五年随时看房,"126万17,244元/平",0人关注 ,14天以前发布
87,2022-10-29,cd,驷马康城 3室2厅 北必看好房,驷马康城    -  驷马桥,3室2厅 | 86.76平米 | 北 | 精装 | 高楼层(共22层) | 2014年建 | 板塔结合,0人关注 / 12天以前发布,近地铁VR看装修房本满两年随时看房,"155万17,866元/平",0人关注 ,12天以前发布
88,2022-10-29,cd,蓝光花满庭三期北区 3室2厅 西必看好房,蓝光花满庭三期北区    -  大丰,3室2厅 | 94.72平米 | 西 | 精装 | 中楼层(共30层) | 2018年建 | 塔楼,0人关注 / 12天以前发布,VR看装修房本满两年随时看房,"135万14,253元/平",0人关注 ,12天以前发布
89,2022-10-29,cd,交大梦家 3室2厅 南必看好房,交大梦家    -  万年场,3室2厅 | 80.02平米 | 南 | 精装 | 低楼层(共30层) | 2019年建 | 塔楼,0人关注 / 12天以前发布,近地铁VR看装修房本满两年随时看房,"178万22,245元/平",0人关注 ,12天以前发布
90,2022-10-29,cd,大陆西城秀筑 2室1厅 南必看好房,大陆西城秀筑    -  西南财大,2室1厅 | 69.44平米 | 南 | 精装 | 高楼层(共9层) | 2003年建 | 塔楼,3人关注 / 5天以前发布,近地铁VR房源房本满五年随时看房,"90万12,961元/平",3人关注 ,5天以前发布
91,2022-10-29,cd,中洲中央城邦 4室2厅 东南必看好房,中洲中央城邦    -  东大路,4室2厅 | 166.39平米 | 东南 | 精装 | 高楼层(共30层) | 2016年建 | 板塔结合,3人关注 / 14天以前发布,近地铁VR看装修房本满两年随时看房,"630万37,863元/平",3人关注 ,14天以前发布
